,m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
469,779,Other_Enemy_01b_ClbBD_001,380,35,200,3,1508,70,253,53,253,47,151,151,153,63,0,m_ResistAilment_v_0,3,701,330,263,766,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
470,780,Other_Enemy_01b_ClbBD_002,381,35,200,3,1690,70,244,55,244,49,137,151,153,63,0,m_ResistAilment_v_0,8,264,347,270,767,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002d00da001a,194,0,0,0.0
471,781,Other_Enemy_01b_ClbBD_003,382,35,200,4,1625,70,253,51,253,45,139,147,153,63,0,m_ResistAilment_v_0,3,660,349,265,768,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
472,782,Other_Enemy_01b_ClbBD_004,383,35,200,4,1742,70,244,57,244,51,135,139,153,63,0,m_ResistAilment_v_0,3,666,364,286,769,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
473,783,Other_Enemy_01c_ClbBD_001,384,50,200,5,3275,100,401,72,401,65,160,192,194,92,0,m_ResistAilment_v_0,3,702,599,386,770,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
474,784,Other_Enemy_01c_ClbBD_002,385,50,200,4,3400,100,425,65,425,58,178,158,194,92,0,m_ResistAilment_v_0,3,594,636,460,771,m_EventDropRewards_v_0,92ca3f000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93004400da001a,194,0,0,0.0
475,785,Other_Enemy_01c_ClbBD_003,386,50,200,4,3725,100,389,77,409,70,162,177,194,92,0,m_ResistAilment_v_0,281,20349,648,465,772,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93004e00da001a,194,0,0,0.0
476,786,Other_Enemy_01c_ClbBD_004,387,50,200,6,3850,100,409,75,389,67,170,177,194,92,0,m_ResistAilment_v_0,3,704,668,402,773,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
477,10900,Ad_Rare_Enemy_001_OTN,500,15,200,10,20,40,93,9999,93,9999,9999,78,161,999,17,m_ResistAilment_v_1,114,555,1000,3000,900,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003500da001a,194,0,0,0.0
478,10901,Ad_Rare_Enemy_002_OTN,501,30,200,12,30,40,126,9999,126,9999,9999,84,161,999,17,m_ResistAilment_v_1,114,556,10000,10000,901,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003500da001a,194,0,0,0.0
479,10902,Ad_Rare_Enemy_003_OTN,502,50,200,14,40,40,163,9999,163,9999,9999,115,161,999,17,m_ResistAilment_v_1,114,557,100000,50000,902,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003500da001a,194,0,0,0.0
480,10903,Ad_Rare_Enemy_004_OTN,503,20,200,11,25,40,103,9999,103,9999,9999,82,171,999,17,m_ResistAilment_v_1,114,555,5000,7500,900,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003500da001a,194,0,0,0.0
481,10904,Ad_Rare_Enemy_005_OTN,504,35,200,13,35,40,136,9999,136,9999,9999,90,171,999,17,m_ResistAilment_v_1,114,556,50000,30000,901,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003500da001a,194,0,0,0.0
482,10905,Ad_Rare_Enemy_006_OTN,505,55,200,15,45,40,173,9999,173,9999,9999,120,171,999,17,m_ResistAilment_v_1,114,557,300000,100000,902,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003500da001a,194,0,0,0.0
483,2000,Forest_Enemy_01a_005,5000,11,200,5,2440,30,140,20,140,20,80,80,120,25,0,m_ResistAilment_v_0,17,378,20,90,2000,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80100da001a,194,0,0,0.0
484,2112,Forest_Enemy_01a_006,5001,15,200,5,7370,50,180,30,180,30,170,160,120,32,0,m_ResistAilment_v_0,19,379,60,135,2112,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83600da001a,194,0,0,0.0
485,2001,Forest_Enemy_01b_005,5002,11,200,5,2640,30,130,20,130,20,120,110,120,25,0,m_ResistAilment_v_0,18,380,20,90,2001,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
486,2113,Forest_Enemy_01b_006,5003,15,200,4,6060,40,230,20,230,20,130,120,110,32,0,m_ResistAilment_v_0,18,381,60,135,2113,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83700da001a,194,0,0,0.0
487,2002,Forest_Enemy_02_005,5004,12,200,5,3190,20,110,40,110,40,50,70,140,29,0,m_ResistAilment_v_0,18,382,38,108,2002,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80600da001a,194,0,0,0.0
488,2003,Forest_Enemy_02_006,5005,25,200,7,9910,60,360,40,360,40,150,160,140,54,0,m_ResistAilment_v_0,18,383,300,225,2003,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80500da001a,194,0,0,0.0
489,2232,Forest_Enemy_02_007,500,1,200,10,20,40,93,9999,93,9999,9999,78,161,999,17,m_ResistAilment_v_1,114,555,1000,3000,900,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83500da001a,194,0,0,0.0
490,2004,Forest_Enemy_03_005,5006,14,200,4,3170,30,150,10,150,10,70,70,110,32,0,m_ResistAilment_v_0,18,384,38,108,2004,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80200da001a,194,0,0,0.0
491,2005,Forest_Enemy_03_006,5007,25,200,5,14030,60,240,70,240,70,130,140,140,54,0,m_ResistAilment_v_0,19,385,300,225,2005,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83800da001a,194,0,0,0.0
492,2006,Forest_Enemy_04a_005,5008,17,200,5,3850,40,180,30,180,30,80,80,120,36,0,m_ResistAilment_v_0,18,386,75,135,2006,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
493,2114,Forest_Enemy_04a_006,5009,25,200,6,9630,60,370,40,320,40,160,150,140,54,0,m_ResistAilment_v_0,20,387,300,225,2114,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80900da001a,194,0,0,0.0
494,2007,Forest_Enemy_04b_005,5010,17,200,4,3020,30,210,20,210,20,70,90,110,36,0,m_ResistAilment_v_0,18,388,75,135,2007,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80a00da001a,194,0,0,0.0
495,2115,Forest_Enemy_04b_006,5011,25,200,6,10260,50,270,40,270,40,120,130,130,54,0,m_ResistAilment_v_0,18,389,300,225,2115,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
496,2008,Forest_Enemy_06a_005,5012,23,200,6,5160,40,210,30,210,30,130,120,140,49,0,m_ResistAilment_v_0,18,390,375,225,2008,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80d00da001a,194,0,0,0.0
497,2009,Forest_Enemy_06a_006,5013,35,200,9,19290,70,320,90,320,90,120,160,210,70,0,m_ResistAilment_v_0,48,474,1200,315,2009,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83900da001a,194,0,0,0.0
498,2010,Forest_Enemy_06b_005,5014,23,200,6,4510,40,270,30,270,30,100,100,140,49,0,m_ResistAilment_v_0,18,392,375,225,2010,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80e00da001a,194,0,0,0.0
499,2011,Forest_Enemy_06b_006,5015,35,200,10,20100,80,400,100,400,100,90,170,220,70,0,m_ResistAilment_v_0,52,498,1200,315,2011,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82c00da001a,194,0,0,0.0
500,2012,Forest_Enemy_05_005,5016,20,200,6,4090,40,210,30,210,30,80,100,130,42,0,m_ResistAilment_v_0,18,394,375,225,2012,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81000da001a,194,0,0,0.0
501,2116,Forest_Enemy_05_006,5017,35,200,9,19890,70,330,90,330,90,100,160,210,70,0,m_ResistAilment_v_0,47,466,1200,315,2116,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83a00da001a,194,0,0,0.0
502,2013,Snow_Enemy_01a_005,5018,11,200,4,2510,20,120,10,120,10,110,100,110,25,0,m_ResistAilment_v_0,17,396,20,90,2013,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81100da001a,194,0,0,0.0
503,2117,Snow_Enemy_01a_006,5019,15,200,6,8850,50,160,30,160,50,100,110,130,32,0,m_ResistAilment_v_0,17,397,60,135,2117,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81400da001a,194,0,0,0.0
504,2014,Snow_Enemy_01b_005,5020,11,200,5,2570,30,140,20,140,20,80,80,120,25,0,m_ResistAilment_v_0,17,398,20,90,2014,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
505,2118,Snow_Enemy_01b_006,5021,15,200,6,8760,50,200,20,200,60,90,100,130,32,0,m_ResistAilment_v_0,18,399,60,135,2118,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81200da001a,194,0,0,0.0
506,2015,Snow_Enemy_02_005,5022,12,200,6,3520,30,150,10,150,30,70,80,130,29,0,m_ResistAilment_v_0,17,400,38,108,2015,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81400da001a,194,0,0,0.0
507,2016,Snow_Enemy_02_006,5023,25,200,7,9140,50,330,30,330,30,140,150,130,54,0,m_ResistAilment_v_0,18,401,300,225,2016,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81300da001a,194,0,0,0.0
508,2233,Snow_Enemy_02_007,500,1,200,10,20,40,93,9999,93,9999,9999,78,161,999,17,m_ResistAilment_v_1,114,555,1000,3000,900,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83500da001a,194,0,0,0.0
509,2017,Snow_Enemy_03_005,5024,14,200,5,3270,40,150,20,150,20,120,110,120,32,0,m_ResistAilment_v_0,18,402,38,108,2017,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80100da001a,194,0,0,0.0
510,2018,Snow_Enemy_03_006,5025,25,200,8,13340,60,300,80,300,80,90,130,180,54,0,m_ResistAilment_v_0,19,403,300,225,2018,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83200da001a,194,0,0,0.0
511,2019,Snow_Enemy_04a_005,5026,17,200,5,3300,30,170,20,170,20,80,80,110,36,0,m_ResistAilment_v_0,18,404,75,135,2019,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81500da001a,194,0,0,0.0
512,2020,Snow_Enemy_04a_006,5027,25,200,8,12440,50,230,80,230,80,100,120,170,54,0,m_ResistAilment_v_0,18,405,300,225,2020,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83b00da001a,194,0,0,0.0
513,2021,Snow_Enemy_04b_005,5028,17,200,5,3740,30,170,30,170,40,80,70,110,36,0,m_ResistAilment_v_0,17,406,75,135,2021,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
514,2022,Snow_Enemy_04b_006,5029,25,200,5,13620,50,280,60,280,60,120,130,130,54,0,m_ResistAilment_v_0,19,407,300,225,2022,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83c00da001a,194,0,0,0.0
515,2023,Snow_Enemy_06a_005,5030,23,200,6,4670,30,250,40,250,40,80,80,130,49,0,m_ResistAilment_v_0,18,408,375,225,2023,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
516,2024,Snow_Enemy_06a_006,5031,35,200,9,15230,80,380,50,380,50,180,200,170,70,0,m_ResistAilment_v_0,45,447,1200,315,2024,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83d00da001a,194,0,0,0.0
517,2025,Snow_Enemy_06b_005,5032,23,200,6,4470,40,270,40,270,20,110,100,140,49,0,m_ResistAilment_v_0,18,410,375,225,2025,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80c00da001a,194,0,0,0.0
518,2026,Snow_Enemy_06b_006,5033,35,200,9,21100,80,440,40,440,90,110,170,180,70,0,m_ResistAilment_v_0,45,448,1200,315,2026,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81200da001a,194,0,0,0.0
519,2027,Snow_Enemy_05a_005,5034,20,200,5,4280,30,170,20,170,20,130,110,120,42,0,m_ResistAilment_v_0,18,412,375,225,2027,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81100da001a,194,0,0,0.0
520,2119,Snow_Enemy_05a_006,5035,35,200,9,19690,70,490,40,490,80,140,160,170,70,0,m_ResistAilment_v_0,51,490,1200,315,2119,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83e00da001a,194,0,0,0.0
521,2028,Snow_Enemy_05b_005,5036,17,200,6,4770,40,150,20,150,60,70,80,140,36,0,m_ResistAilment_v_0,17,414,75,135,2028,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81400da001a,194,0,0,0.0
522,2120,Snow_Enemy_05b_006,5037,25,200,7,12440,50,330,90,330,30,100,120,140,54,0,m_ResistAilment_v_0,20,415,300,225,2120,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83f00da001a,194,0,0,0.0
523,2029,Plain_Enemy_01a_005,5038,11,200,5,2590,30,140,10,140,30,90,90,120,25,0,m_ResistAilment_v_0,18,416,20,90,2029,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
524,2121,Plain_Enemy_01a_006,5039,15,200,4,6100,40,230,30,230,20,100,140,110,32,0,m_ResistAilment_v_0,18,417,75,135,2121,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81800da001a,194,0,0,0.0
525,2030,Plain_Enemy_01b_005,5040,11,200,5,2340,30,140,20,170,20,90,90,120,25,0,m_ResistAilment_v_0,18,418,20,90,2030,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
526,2122,Plain_Enemy_01b_006,5041,15,200,5,8000,40,150,20,150,40,90,100,120,32,0,m_ResistAilment_v_0,18,419,75,135,2122,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81800da001a,194,0,0,0.0
527,2031,Plain_Enemy_02_005,5042,12,200,4,2680,20,140,10,140,10,70,70,110,29,0,m_ResistAilment_v_0,18,420,38,108,2031,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81a00da001a,194,0,0,0.0
528,2032,Plain_Enemy_02_006,5043,25,200,7,10010,60,360,40,360,40,130,170,140,54,0,m_ResistAilment_v_0,18,421,300,225,2032,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81900da001a,194,0,0,0.0
529,2234,Plain_Enemy_02_007,500,1,200,10,20,40,93,9999,93,9999,9999,78,161,999,17,m_ResistAilment_v_1,114,555,1000,3000,900,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83500da001a,194,0,0,0.0
530,2033,Plain_Enemy_03_005,5044,14,200,6,4000,40,130,50,130,50,60,80,160,32,0,m_ResistAilment_v_0,18,422,38,108,2033,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80700da001a,194,0,0,0.0
531,2034,Plain_Enemy_03_006,5045,25,200,7,11440,50,330,70,260,30,130,120,140,54,0,m_ResistAilment_v_0,18,423,300,225,2034,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84000da001a,194,0,0,0.0
532,2035,Plain_Enemy_04_005,5046,17,200,5,3780,30,170,30,170,40,80,70,110,36,0,m_ResistAilment_v_0,18,424,75,135,2035,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
533,2123,Plain_Enemy_04_006,5047,25,200,8,12950,60,210,40,320,70,110,130,150,54,0,m_ResistAilment_v_0,18,425,300,225,2123,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81400da001a,194,0,0,0.0
534,2036,Plain_Enemy_06a_005,5048,23,200,6,5670,30,190,10,230,60,70,80,140,49,0,m_ResistAilment_v_0,18,426,375,225,2036,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81800da001a,194,0,0,0.0
535,2037,Plain_Enemy_06a_006,5049,35,200,7,12990,70,510,40,510,40,150,210,160,70,0,m_ResistAilment_v_0,48,475,1200,315,2037,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81800da001a,194,0,0,0.0
536,2038,Plain_Enemy_06b_005,5050,23,200,6,4560,40,250,40,220,20,100,110,140,49,0,m_ResistAilment_v_0,18,428,375,225,2038,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81800da001a,194,0,0,0.0
537,2039,Plain_Enemy_06b_006,5051,35,200,10,20300,80,340,100,340,100,120,170,220,70,0,m_ResistAilment_v_0,48,476,1200,315,2039,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81800da001a,194,0,0,0.0
538,2040,Plain_Enemy_05_005,5052,20,200,6,3900,40,250,30,200,30,100,100,130,42,0,m_ResistAilment_v_0,18,430,375,225,2040,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
539,2124,Plain_Enemy_05_006,5053,35,200,8,16240,70,400,50,400,50,150,170,160,70,0,m_ResistAilment_v_0,45,449,1200,315,2124,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
540,2041,Sea_Enemy_01a_005,5054,30,200,9,8070,50,370,70,320,70,70,100,200,63,0,m_ResistAilment_v_0,3,152,375,252,2041,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81d00da001a,194,0,0,0.0
541,2125,Sea_Enemy_01a_006,5055,35,200,10,19490,70,320,110,320,90,90,160,210,70,0,m_ResistAilment_v_0,46,459,1200,315,2125,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84100da001a,194,0,0,0.0
542,2042,Sea_Enemy_01b_005,5056,30,200,8,6170,50,240,40,240,40,110,130,150,63,0,m_ResistAilment_v_0,3,158,375,252,2042,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81e00da001a,194,0,0,0.0
543,2126,Sea_Enemy_01b_006,5057,35,200,7,22000,70,480,70,480,90,150,160,170,70,0,m_ResistAilment_v_0,53,509,1200,315,2126,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84200da001a,194,0,0,0.0
544,2043,Sea_Enemy_02_005,5058,26,200,9,7030,40,210,40,210,40,70,90,180,54,0,m_ResistAilment_v_0,8,161,375,252,2043,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81f00da001a,194,0,0,0.0
545,2044,Sea_Enemy_02_006,5059,35,200,10,20300,80,340,100,320,100,90,170,220,70,0,m_ResistAilment_v_0,46,460,1200,315,2044,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84100da001a,194,0,0,0.0
546,2045,Sea_Enemy_03_005,5060,28,200,7,5300,40,320,20,280,20,90,100,140,60,0,m_ResistAilment_v_0,8,169,375,252,2045,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82100da001a,194,0,0,0.0
547,2046,Sea_Enemy_03_006,5061,35,200,10,21300,90,340,90,340,100,90,170,220,70,0,m_ResistAilment_v_0,55,517,1200,315,2046,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84100da001a,194,0,0,0.0
548,2047,Sea_Enemy_04_005,5062,30,200,7,6400,40,260,30,260,30,130,140,140,63,0,m_ResistAilment_v_0,3,173,375,252,2047,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82000da001a,194,0,0,0.0
549,2127,Sea_Enemy_04_006,5063,35,200,7,20000,70,480,90,480,70,150,170,160,70,0,m_ResistAilment_v_0,51,491,1200,315,2127,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83c00da001a,194,0,0,0.0
550,2048,Clif_Enemy_01a_005,5064,32,200,9,6540,50,280,40,280,40,110,130,160,66,0,m_ResistAilment_v_0,3,302,1500,315,2048,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82300da001a,194,0,0,0.0
551,2049,Clif_Enemy_01a_006,5065,45,200,9,25540,100,730,60,730,60,220,270,210,87,0,m_ResistAilment_v_0,49,482,2000,405,2049,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82800da001a,194,0,0,0.0
